,movieId,title,genres,tag,top_5_tags
409,1573,Face/Off (1997),"Action, Crime, Drama, Thriller","[('transplants', 1)]",transplants
410,1580,Men in Black (a.k.a. MIB) (1997),"Action, Comedy, Sci-Fi","[('aliens', 1)]",aliens
411,1586,G.I. Jane (1997),"Action, Drama","[('military', 1)]",military
412,1608,Air Force One (1997),"Action, Thriller","[('president', 1)]",president
413,1610,The Hunt for Red October (1990),"Action, Adventure, Thriller","[('Tom Clancy', 1)]",Tom Clancy
414,1617,L.A. Confidential (1997),"Crime, Film-Noir, Mystery, Thriller","[('Police', 1)]",Police
415,1625,The Game (1997),"Drama, Mystery, Thriller","[('Mystery', 2), ('twist ending', 2), ('mindfuck', 1), ('plot twist', 1), ('psychological', 1), ('suspense', 1)]","Mystery, twist ending, mindfuck, plot twist, psychological"
416,1635,The Ice Storm (1997),Drama,"[('1970s', 1)]",1970s
417,1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)","Drama, Romance","[('England', 1), ('Queen Victoria', 1)]","England, Queen Victoria"
418,1645,The Devil's Advocate (1997),"Drama, Mystery, Thriller","[('lawyers', 1)]",lawyers
419,1650,Washington Square (1997),Drama,"[('Henry James', 1)]",Henry James
420,1653,Gattaca (1997),"Drama, Sci-Fi, Thriller","[('future', 1), ('intelligent', 1), ('thought-provoking', 1)]","future, intelligent, thought-provoking"
421,1663,Stripes (1981),"Comedy, War","[('military', 1)]",military
422,1672,The Rainmaker (1997),Drama,"[('In Netflix queue', 1)]",In Netflix queue
423,1674,Witness (1985),"Drama, Romance, Thriller","[('Amish', 1)]",Amish
424,1680,Sliding Doors (1998),"Drama, Romance","[('alternate universe', 1)]",alternate universe
425,1682,The Truman Show (1998),"Comedy, Drama, Sci-Fi","[('TV', 1)]",TV
426,1683,The Wings of the Dove (1997),"Drama, Romance","[('Henry James', 1)]",Henry James
427,1704,Good Will Hunting (1997),"Drama, Romance","[('inspirational', 2), ('heartwarming', 1)]","inspirational, heartwarming"
428,1711,Midnight in the Garden of Good and Evil (1997),"Crime, Drama, Mystery","[('Savannah', 1)]",Savannah
429,1717,Scream 2 (1997),"Comedy, Horror, Mystery, Thriller","[('sequel', 1), ('slasher', 1), ('spoof', 1)]","sequel, slasher, spoof"
430,1719,The Sweet Hereafter (1997),Drama,"[('Canada', 1), ('death', 1)]","Canada, death"
431,1721,Titanic (1997),"Drama, Romance","[('shipwreck', 1), ('romance', 1)]","shipwreck, romance"
432,1726,The Postman (1997),"Action, Adventure, Drama, Sci-Fi","[('Kevin Costner', 1), ('Post apocalyptic', 1)]","Kevin Costner, Post apocalyptic"
433,1732,The Big Lebowski (1998),"Comedy, Crime","[('Coen Brothers', 1), ('black comedy', 1), ('bowling', 1), ('classic', 1), ('coen brothers', 1), ('comedy', 1), ('crime', 1), ('Cult classic', 1), ('cult film', 1), ('dark comedy', 1), ('deadpan', 1), ('drugs', 1), ('funny', 1), ('great dialogue', 1), ('great soundtrack', 1), ('Highly quotable', 1), ('imdb top 250', 1), ('Jeff Bridges', 1), ('John Goodman', 1), ('Julianne Moore', 1), ('kidnapping', 1), ('marijuana', 1), ('Nudity (Full Frontal)', 1), ('off-beat comedy', 1), ('Philip Seymour Hoffman', 1), ('quirky', 1), ('ransom', 1), ('rug', 1), ('sarcasm', 1), ('satirical', 1), ('Steve Buscemi', 1), ('violence', 1)]","Coen Brothers, black comedy, bowling, classic, coen brothers"
434,1735,Great Expectations (1998),"Drama, Romance","[('Charles Dickens', 1)]",Charles Dickens
435,1748,Dark City (1998),"Adventure, Film-Noir, Sci-Fi, Thriller","[('amnesia', 1)]",amnesia
436,1777,The Wedding Singer (1998),"Comedy, Romance","[('1980s', 1)]",1980s
437,1779,Sphere (1998),"Sci-Fi, Thriller","[('good', 1)]",good
438,1797,Everest (1998),"Documentary, IMAX","[('In Netflix queue', 1)]",In Netflix queue
439,1801,The Man in the Iron Mask (1998),"Action, Adventure, Drama","[('seen more than once', 1)]",seen more than once
440,1810,Primary Colors (1998),"Comedy, Drama","[('politics', 1)]",politics
441,1834,The Spanish Prisoner (1997),"Crime, Drama, Mystery, Thriller","[('twist ending', 1)]",twist ending
442,1836,The Last Days of Disco (1998),"Comedy, Drama","[('No DVD at Netflix', 1)]",No DVD at Netflix
443,1893,Beyond Silence (Jenseits der Stille) (1996),Drama,"[('In Netflix queue', 1)]",In Netflix queue
444,1900,The Children of Heaven (Bacheha-Ye Aseman) (1997),"Comedy, Drama","[('In Netflix queue', 1)]",In Netflix queue
445,1902,Dream for an Insomniac (1996),"Drama, Romance","[('generation X', 1)]",generation X
446,1909,The X-Files: Fight the Future (1998),"Action, Crime, Mystery, Sci-Fi, Thriller","[('conspiracy', 1)]",conspiracy
447,1912,Out of Sight (1998),"Comedy, Crime, Drama, Romance, Thriller","[('heist', 1)]",heist
448,1913,Picnic at Hanging Rock (1975),"Drama, Mystery","[('Australia', 1)]",Australia
449,1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),"Drama, Romance","[('avant-garde romantic comedy', 1), ('elegiac', 1), ('melancholy', 1), ('quirky', 1), ('wry', 1)]","avant-garde romantic comedy, elegiac, melancholy, quirky, wry"
450,1917,Armageddon (1998),"Action, Romance, Sci-Fi, Thriller","[('space', 1)]",space
451,1921,Pi (1998),"Drama, Sci-Fi, Thriller","[('hallucinatory', 2), ('paranoid', 2), ('mental illness', 1), ('mindfuck', 1), ('mathematics', 1), ('artsy', 1), ('atmospheric', 1), ('cerebral', 1), ('enigmatic', 1), ('existentialism', 1), ('insanity', 1), ('paranoia', 1), ('surreal', 1), ('tense', 1), ('visually appealing', 1)]","hallucinatory, paranoid, mental illness, mindfuck, mathematics"
452,1923,There's Something About Mary (1998),"Comedy, Romance","[('Ben Stiller', 2), ('crude humor', 1), ('goofy', 1)]","Ben Stiller, crude humor, goofy"
453,1931,Mutiny on the Bounty (1935),"Adventure, Drama","[('ships', 1)]",ships
454,1938,The Lost Weekend (1945),Drama,"[('alcoholism', 1)]",alcoholism
455,1940,Gentleman's Agreement (1947),Drama,"[('anti-Semitism', 1), ('Judaism', 1)]","anti-Semitism, Judaism"
456,1942,All the King's Men (1949),Drama,"[('Huey Long', 1), ('In Netflix queue', 1), ('Robert Penn Warren', 1)]","Huey Long, In Netflix queue, Robert Penn Warren"
457,1945,On the Waterfront (1954),"Crime, Drama","[('boxing', 1), ('coulda been a contender', 1)]","boxing, coulda been a contender"
458,1947,West Side Story (1961),"Drama, Musical, Romance","[('Gangs', 1)]",Gangs
459,1948,Tom Jones (1963),"Adventure, Comedy, Romance","[('British', 1)]",British
460,1950,In the Heat of the Night (1967),"Drama, Mystery","[('racism', 1)]",racism
461,1951,Oliver! (1968),"Drama, Musical","[('Dickens', 1)]",Dickens
462,1952,Midnight Cowboy (1969),Drama,"[('prostitution', 1)]",prostitution
463,1953,The French Connection (1971),"Action, Crime, Thriller","[('drugs', 1), ('police', 1)]","drugs, police"
464,1954,Rocky (1976),Drama,"[('boxing', 1), ('sports', 1)]","boxing, sports"
465,1955,Kramer vs. Kramer (1979),Drama,"[('divorce', 1)]",divorce
466,1957,Chariots of Fire (1981),Drama,"[('Olympics', 1), ('sports', 1)]","Olympics, sports"
467,1959,Out of Africa (1985),"Drama, Romance","[('adultery', 1), ('Africa', 1)]","adultery, Africa"
468,1960,The Last Emperor (1987),Drama,"[('China', 1)]",China
469,1961,Rain Man (1988),Drama,"[('autism', 1)]",autism
470,1962,Driving Miss Daisy (1989),Drama,"[('rasicm', 1)]",rasicm
471,1975,Friday the 13th Part 2 (1981),Horror,"[('Jason', 1)]",Jason
472,1976,Friday the 13th Part 3: 3D (1982),Horror,"[('Jason', 1)]",Jason
473,1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,"[('Jason', 1)]",Jason
474,1978,Friday the 13th Part V: A New Beginning (1985),Horror,"[('Jason', 1)]",Jason
475,1979,Friday the 13th Part VI: Jason Lives (1986),Horror,"[('Jason', 1)]",Jason
476,1983,Halloween II (1981),Horror,"[('halloween', 1)]",halloween
477,1984,Halloween III: Season of the Witch (1982),Horror,"[('halloween', 1)]",halloween
478,1994,Poltergeist (1982),"Horror, Thriller","[('ghosts', 1)]",ghosts
479,1995,Poltergeist II: The Other Side (1986),"Horror, Thriller","[('ghosts', 1)]",ghosts
480,1996,Poltergeist III (1988),"Horror, Thriller","[('ghosts', 1)]",ghosts
481,1997,The Exorcist (1973),"Horror, Mystery","[('demons', 1)]",demons
482,2006,The Mask of Zorro (1998),"Action, Comedy, Romance","[('California', 1), ('Mexico', 1)]","California, Mexico"
483,2011,Back to the Future Part II (1989),"Adventure, Comedy, Sci-Fi","[('time travel', 1)]",time travel
484,2019,Seven Samurai (Shichinin no samurai) (1954),"Action, Adventure, Drama","[('samurai', 1)]",samurai
485,2020,Dangerous Liaisons (1988),"Drama, Romance","[('adultery', 1)]",adultery
486,2022,The Last Temptation of Christ (1988),Drama,"[('Bible', 1), ('Katzanzakis', 1)]","Bible, Katzanzakis"
487,2023,The Godfather: Part III (1990),"Crime, Drama, Mystery, Thriller","[('Al Pacino', 1), ('Andy Garcia', 1), ('Classic', 1), ('Francis Ford Coppola', 1), ('mafia', 1)]","Al Pacino, Andy Garcia, Classic, Francis Ford Coppola, mafia"
488,2028,Saving Private Ryan (1998),"Action, Drama, War","[('World War II', 1)]",World War II
489,2054,"Honey, I Shrunk the Kids (1989)","Adventure, Children, Comedy, Fantasy, Sci-Fi","[('Disney', 1)]",Disney
490,2058,The Negotiator (1998),"Action, Crime, Drama, Mystery, Thriller","[('police', 1)]",police
491,2059,The Parent Trap (1998),"Children, Comedy, Romance","[('twins', 1)]",twins
492,2064,Roger & Me (1989),Documentary,"[('General Motors', 1), ('Michigan', 1)]","General Motors, Michigan"
493,2065,The Purple Rose of Cairo (1985),"Comedy, Drama, Fantasy, Romance","[('In Netflix queue', 1)]",In Netflix queue
494,2066,Out of the Past (1947),Film-Noir,"[('memory', 1)]",memory
495,2070,Tender Mercies (1983),"Drama, Romance, Western","[('music', 1)]",music
496,2071,And the Band Played On (1993),Drama,"[('AIDs', 1), ('In Netflix queue', 1)]","AIDs, In Netflix queue"
497,2076,Blue Velvet (1986),"Drama, Mystery, Thriller","[('sexuality', 1), ('suburbia', 1)]","sexuality, suburbia"
498,2078,The Jungle Book (1967),"Animation, Children, Comedy, Musical","[('Disney', 1)]",Disney
499,2080,Lady and the Tramp (1955),"Animation, Children, Comedy, Romance","[('Disney', 1)]",Disney
500,2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),"Adventure, Animation, Children","[('Disney', 1)]",Disney
501,2097,Something Wicked This Way Comes (1983),"Children, Drama, Fantasy, Mystery, Thriller","[('carnival', 1), ('Ray Bradbury', 1)]","carnival, Ray Bradbury"
502,2100,Splash (1984),"Comedy, Fantasy, Romance","[('mermaid', 1)]",mermaid
503,2108,L.A. Story (1991),"Comedy, Romance","[('weather forecaster', 1)]",weather forecaster
504,2114,The Outsiders (1983),Drama,"[('S.E. Hinton', 1)]",S.E. Hinton
505,2115,Indiana Jones and the Temple of Doom (1984),"Action, Adventure, Fantasy","[('archaeology', 1)]",archaeology
506,2116,The Lord of the Rings (1978),"Adventure, Animation, Children, Fantasy","[('Tolkein', 1), ('classic', 1)]","Tolkein, classic"
507,2118,The Dead Zone (1983),Thriller,"[('Stephen King', 1)]",Stephen King
508,2121,Cujo (1983),"Horror, Thriller","[('Stephen King', 1)]",Stephen King
509,2122,Children of the Corn (1984),"Horror, Thriller","[('Stephen King', 1)]",Stephen King
510,2124,The Addams Family (1991),"Children, Comedy, Fantasy","[('black comedy', 1), ('Christina Ricci', 1), ('Christopher Lloyd', 1), ('Family', 1), ('gothic', 1), ('quirky', 1)]","black comedy, Christina Ricci, Christopher Lloyd, Family, gothic"
511,2138,Watership Down (1978),"Adventure, Animation, Children, Drama, Fantasy","[('atmospheric', 1), ('beautiful', 1)]","atmospheric, beautiful"
512,2139,The Secret of NIMH (1982),"Adventure, Animation, Children, Drama","[('mice', 1)]",mice
513,2145,Pretty in Pink (1986),"Comedy, Drama, Romance","[('1980s', 1), ('high school', 1)]","1980s, high school"
514,2146,St. Elmo's Fire (1985),"Drama, Romance","[('post-college', 1)]",post-college
515,2160,Rosemary's Baby (1968),"Drama, Horror, Thriller","[('Atmospheric', 1), ('creepy', 1), ('paranoia', 1), ('scary', 1), ('suspense', 1), ('demons', 1)]","Atmospheric, creepy, paranoia, scary, suspense"
516,2167,Blade (1998),"Action, Horror, Thriller","[('vampires', 1)]",vampires
517,2171,Next Stop Wonderland (1998),"Comedy, Drama, Romance","[('aquarium', 1), ('Boston', 1), ('personals ads', 1)]","aquarium, Boston, personals ads"
518,2186,Strangers on a Train (1951),"Crime, Drama, Film-Noir, Thriller","[('murder', 1)]",murder
519,2187,Stage Fright (1950),"Mystery, Romance, Thriller","[('theater', 1)]",theater
520,2194,The Untouchables (1987),"Action, Crime, Drama","[('Capone', 1), ('gangsters', 1)]","Capone, gangsters"
521,2202,Lifeboat (1944),"Drama, War","[('survival', 1)]",survival
522,2203,Shadow of a Doubt (1943),"Crime, Drama, Thriller","[('small towns', 1)]",small towns
523,2206,Suspicion (1941),"Film-Noir, Mystery, Thriller","[('paranoia', 1)]",paranoia
524,2208,The Lady Vanishes (1938),"Drama, Mystery, Thriller","[('train', 1)]",train
525,2243,Broadcast News (1987),"Comedy, Drama, Romance","[('journalism', 1)]",journalism
526,2247,Married to the Mob (1988),Comedy,"[('Mafia', 1)]",Mafia
527,2248,Say Anything... (1989),"Comedy, Drama, Romance","[('In Your Eyes', 1), ('Lloyd Dobbler', 1)]","In Your Eyes, Lloyd Dobbler"
528,2249,My Blue Heaven (1990),Comedy,"[('Mafia', 1)]",Mafia
529,2268,"Few Good Men, A (1992)","Crime, Drama, Thriller","[('court', 1), ('military', 1)]","court, military"
530,2291,Edward Scissorhands (1990),"Drama, Fantasy, Romance","[('freaks', 1)]",freaks
531,2295,The Impostors (1998),Comedy,"[('Screwball', 1)]",Screwball
532,2296,"Night at the Roxbury, A (1998)",Comedy,"[('SNL', 1)]",SNL
533,2300,The Producers (1968),Comedy,"[('Broadway', 1)]",Broadway
534,2302,My Cousin Vinny (1992),Comedy,"[('court', 1)]",court
535,2310,The Mighty (1998),Drama,"[('adolescence', 1)]",adolescence
536,2312,Children of a Lesser God (1986),Drama,"[('death penalty', 1)]",death penalty
537,2313,The Elephant Man (1980),Drama,"[('freaks', 1)]",freaks
538,2324,Life Is Beautiful (La Vita è bella) (1997),"Comedy, Drama, Romance, War","[('Holocaust', 1), ('bittersweet', 1), ('emotional', 1), ('Heartwarming', 1), ('poignant', 1), ('sentimental', 1), ('tear jerker', 1), ('tearjerking', 1)]","Holocaust, bittersweet, emotional, Heartwarming, poignant"
539,2329,American History X (1998),"Crime, Drama","[('thought-provoking', 1), ('racism', 1), ('edward norton', 1), ('emotional', 1), ('politics', 1)]","thought-provoking, racism, edward norton, emotional, politics"
540,2334,The Siege (1998),"Action, Thriller","[('terrorism', 1)]",terrorism
541,2335,The Waterboy (1998),Comedy,"[('football', 1)]",football
542,2336,Elizabeth (1998),Drama,"[('England', 1)]",England
543,2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,"[('In Netflix queue', 1)]",In Netflix queue
544,2355,"Bug's Life, A (1998)","Adventure, Animation, Children, Comedy","[('Pixar', 1)]",Pixar
545,2357,Central Station (Central do Brasil) (1998),Drama,"[('South America', 1)]",South America
546,2360,The Celebration (Festen) (1998),Drama,"[('In Netflix queue', 1)]",In Netflix queue
547,2387,Very Bad Things (1998),"Comedy, Crime","[('dark comedy', 1), ('dark humor', 1)]","dark comedy, dark humor"
548,2390,Little Voice (1998),Comedy,"[('In Netflix queue', 1)]",In Netflix queue
549,2391,"Simple Plan, A (1998)","Crime, Drama, Thriller","[('heist', 1)]",heist
550,2393,Star Trek: Insurrection (1998),"Action, Drama, Romance, Sci-Fi","[('cameo:Whoopi Goldberg', 1), ('space opera', 1), ('Star Trek', 1)]","cameo:Whoopi Goldberg, space opera, Star Trek"
551,2394,The Prince of Egypt (1998),"Animation, Musical","[('Bible', 1), ('Moses', 1)]","Bible, Moses"
552,2396,Shakespeare in Love (1998),"Comedy, Drama, Romance","[('England', 1)]",England
553,2410,Rocky III (1982),"Action, Drama","[('boxing', 1)]",boxing
554,2411,Rocky IV (1985),"Action, Drama","[('boxing', 1)]",boxing
555,2412,Rocky V (1990),"Action, Drama","[('boxing', 1)]",boxing
556,2420,The Karate Kid (1984),Drama,"[('martial arts', 1)]",martial arts
557,2421,"The Karate Kid, Part II (1986)","Action, Adventure, Drama","[('martial arts', 1)]",martial arts
558,2422,"The Karate Kid, Part III (1989)","Action, Adventure, Children, Drama","[('martial arts', 1)]",martial arts
559,2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,"[('christmas', 1)]",christmas
560,2424,You've Got Mail (1998),"Comedy, Romance","[('e-mail', 1), ('remake', 1)]","e-mail, remake"
561,2431,Patch Adams (1998),"Comedy, Drama","[('doctors', 1), ('bad', 1)]","doctors, bad"
562,2442,Hilary and Jackie (1998),Drama,"[('In Netflix queue', 1)]",In Netflix queue
563,2463,Ruthless People (1986),Comedy,"[('kidnapping', 1)]",kidnapping
564,2467,"The Name of the Rose (Name der Rose, Der) (1986)","Crime, Drama, Mystery, Thriller","[('religion', 1)]",religion
565,2470,Crocodile Dundee (1986),"Adventure, Comedy","[('Australia', 1)]",Australia
566,2471,Crocodile Dundee II (1988),"Action, Adventure, Comedy","[('Australia', 1)]",Australia
567,2491,Simply Irresistible (1999),"Comedy, Romance","[('food', 1)]",food
568,2494,The Last Days (1998),Documentary,"[('Holocaust', 1), ('Hungary', 1)]","Holocaust, Hungary"
569,2502,Office Space (1999),"Comedy, Crime","[('stapler', 1), ('workplace', 1)]","stapler, workplace"
570,2505,8MM (1999),"Drama, Mystery, Thriller","[('Nicolas Cage', 1)]",Nicolas Cage
571,2506,The Other Sister (1999),"Comedy, Drama, Romance","[('disability', 1)]",disability
572,2517,Christine (1983),Horror,"[('Stephen King', 1)]",Stephen King
573,2529,Planet of the Apes (1968),"Action, Drama, Sci-Fi","[('twist ending', 1)]",twist ending
574,2550,The Haunting (1963),"Horror, Thriller","[('ghosts', 1)]",ghosts
575,2553,Village of the Damned (1960),"Horror, Sci-Fi, Thriller","[('evil children', 1)]",evil children
576,2554,Children of the Damned (1963),"Horror, Sci-Fi, Thriller","[('evil children', 1)]",evil children
577,2565,The King and I (1956),"Drama, Musical, Romance","[('Siam', 1)]",Siam
578,2571,The Matrix (1999),"Action, Sci-Fi, Thriller","[('martial arts', 1), ('sci-fi', 1), ('alternate universe', 1), ('philosophy', 1), ('post apocalyptic', 1)]","martial arts, sci-fi, alternate universe, philosophy, post apocalyptic"
579,2572,10 Things I Hate About You (1999),"Comedy, Romance","[('Shakespeare sort of', 1)]",Shakespeare sort of
580,2579,Following (1998),"Crime, Mystery, Thriller","[('black and white', 2), ('Christopher Nolan', 1), ('directorial debut', 1), ('mindfuck', 1), ('not linear', 1), ('Twist Ending', 1)]","black and white, Christopher Nolan, directorial debut, mindfuck, not linear"
581,2581,Never Been Kissed (1999),"Comedy, Romance","[('high school', 1)]",high school
582,2583,Cookie's Fortune (1999),"Comedy, Drama","[('southern US', 1)]",southern US
583,2598,Pushing Tin (1999),Comedy,"[('golfing', 1)]",golfing
584,2600,eXistenZ (1999),"Action, Sci-Fi, Thriller","[('virtual reality', 1)]",virtual reality
585,2612,Mildred Pierce (1945),"Drama, Film-Noir","[('motherhood', 1)]",motherhood
586,2616,Dick Tracy (1990),"Action, Crime","[('comic book', 1)]",comic book
587,2628,Star Wars: Episode I - The Phantom Menace (1999),"Action, Adventure, Sci-Fi","[('prequel', 1), ('the Force', 1)]","prequel, the Force"
588,2640,Superman (1978),"Action, Adventure, Sci-Fi","[('superhero', 1)]",superhero
589,2641,Superman II (1980),"Action, Sci-Fi","[('superhero', 1)]",superhero
590,2642,Superman III (1983),"Action, Adventure, Sci-Fi","[('superhero', 1)]",superhero
591,2648,Frankenstein (1931),"Drama, Horror, Sci-Fi","[('In Netflix queue', 1)]",In Netflix queue
592,2660,The Thing from Another World (1951),"Horror, Sci-Fi","[('aliens', 1)]",aliens
593,2662,The War of the Worlds (1953),"Action, Drama, Sci-Fi","[('classic', 1)]",classic
594,2664,Invasion of the Body Snatchers (1956),"Horror, Sci-Fi, Thriller","[('1950s', 1)]",1950s
595,2677,Buena Vista Social Club (1999),"Documentary, Musical","[('In Netflix queue', 1)]",In Netflix queue
596,2692,Run Lola Run (Lola rennt) (1998),"Action, Crime","[('alternate endings', 1)]",alternate endings
597,2693,Trekkies (1997),Documentary,"[('Star Trek', 1)]",Star Trek
598,2694,Big Daddy (1999),Comedy,"[('Adam Sandler', 1)]",Adam Sandler
599,2699,Arachnophobia (1990),"Comedy, Horror","[('spiders', 1)]",spiders
600,2700,"South Park: Bigger, Longer and Uncut (1999)","Animation, Comedy, Musical","[('adult humor', 1), ('controversial', 1), ('crude humor', 1), ('free speech', 1), ('parody', 1), ('satire', 1), ('south park', 1), ('Trey Parker', 1)]","adult humor, controversial, crude humor, free speech, parody"
601,2706,American Pie (1999),"Comedy, Romance","[('best comedy', 1), ('Chris Klein', 1), ('dumb', 1), ('Jason Biggs', 1), ('not funny', 1), ('pizza beer', 1), ('Seann William Scott', 1), ('teen', 1)]","best comedy, Chris Klein, dumb, Jason Biggs, not funny"
602,2710,The Blair Witch Project (1999),"Drama, Horror, Thriller","[('claims to be true', 1), ('video', 1)]","claims to be true, video"
603,2712,Eyes Wide Shut (1999),"Drama, Mystery, Thriller","[('sexuality', 1)]",sexuality
604,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),"Action, Comedy, Sci-Fi","[('ghosts', 1)]",ghosts
605,2717,Ghostbusters II (1989),"Comedy, Fantasy, Sci-Fi","[('Ghosts', 1)]",Ghosts
606,2719,The Haunting (1999),"Horror, Thriller","[('remake', 1)]",remake
607,2723,Mystery Men (1999),"Action, Comedy, Fantasy","[('superhero', 1)]",superhero
608,2726,The Killing (1956),"Crime, Film-Noir","[('heist', 1)]",heist
609,2728,Spartacus (1960),"Action, Drama, Romance, War","[('crucifixion', 1), ('Rome', 1), ('slavery', 1)]","crucifixion, Rome, slavery"
610,2731,The 400 Blows (Les quatre cents coups) (1959),"Crime, Drama","[('emotional', 1), ('gentle', 1), ('heartwarming', 1), ('lyrical', 1), ('reflective', 1)]","emotional, gentle, heartwarming, lyrical, reflective"
611,2745,The Mission (1986),Drama,"[('Missionary', 1), ('Priest', 1)]","Missionary, Priest"
612,2750,Radio Days (1987),"Comedy, Drama","[('nostalgia', 1), ('radio', 1)]","nostalgia, radio"
613,2761,The Iron Giant (1999),"Adventure, Animation, Children, Drama, Sci-Fi","[('robots', 1), ('animation', 1)]","robots, animation"
614,2762,The Sixth Sense (1999),"Drama, Horror, Mystery","[('ghosts', 2), ('Atmospheric', 1), ('Bruce Willis', 1), ('imdb top 250', 1), ('mindfuck', 1), ('stylized', 1), ('twist ending', 1), ('I see dead people', 1)]","ghosts, Atmospheric, Bruce Willis, imdb top 250, mindfuck"
615,2787,Cat's Eye (1985),Horror,"[('Stephen King', 1)]",Stephen King
616,2791,Airplane! (1980),Comedy,"[('aviation', 1), ('spoof', 1)]","aviation, spoof"
617,2797,Big (1988),"Comedy, Drama, Fantasy, Romance","[('children', 1)]",children
618,2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),"Drama, Romance","[('gambling', 1)]",gambling
619,2803,The Pelican Brief (1993),"Crime, Drama, Mystery, Romance, Thriller","[('lawyers', 1)]",lawyers
620,2804,"Christmas Story, A (1983)","Children, Comedy","[('Christmas', 1)]",Christmas
621,2827,The Astronaut's Wife (1999),"Horror, Sci-Fi, Thriller","[('aliens', 1)]",aliens
622,2863,"Hard Day's Night, A (1964)","Adventure, Comedy, Musical","[('Beatles', 1)]",Beatles
623,2871,Deliverance (1972),"Adventure, Drama, Thriller","[('river', 1)]",river
624,2872,Excalibur (1981),"Adventure, Fantasy","[('England', 1), ('King Arthur', 1)]","England, King Arthur"
625,2905,Sanjuro (Tsubaki Sanjûrô) (1962),"Action, Adventure, Drama","[('In Netflix queue', 1)]",In Netflix queue
626,2915,Risky Business (1983),Comedy,"[('prostitution', 1)]",prostitution
627,2918,Ferris Bueller's Day Off (1986),Comedy,"[('High School', 1)]",High School
628,2919,The Year of Living Dangerously (1982),"Drama, Romance, War","[('Academy award (Best Supporting Actress)', 1), ('Indonesia', 1), ('journalism', 1)]","Academy award (Best Supporting Actress), Indonesia, journalism"
629,2927,Brief Encounter (1946),"Drama, Romance","[('adultery', 1)]",adultery
630,2935,The Lady Eve (1941),"Comedy, Romance","[('gambling', 1)]",gambling
631,2937,The Palm Beach Story (1942),Comedy,"[('screwball', 1)]",screwball
632,2939,Niagara (1953),"Drama, Thriller","[('In Netflix queue', 1)]",In Netflix queue
633,2940,Gilda (1946),"Drama, Film-Noir, Mystery, Romance","[('nightclub', 1)]",nightclub
634,2941,South Pacific (1958),"Musical, Romance, War","[('island', 1)]",island
635,2943,Indochine (1992),"Drama, Romance","[('Vietnam', 1)]",Vietnam
636,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)","Action, Western","[('bad', 1)]",bad
637,2952,Sydney (Hard Eight) (1996),"Crime, Drama, Thriller","[('gambling', 1)]",gambling
638,2953,Home Alone 2: Lost in New York (1992),"Children, Comedy","[('family', 1), ('funny', 1), ('Macaulay Culkin', 1), ('sequel', 1)]","family, funny, Macaulay Culkin, sequel"
639,2959,Fight Club (1999),"Action, Crime, Drama, Thriller","[('dark comedy', 3), ('psychology', 2), ('thought-provoking', 2), ('twist ending', 2), ('violence', 2), ('action', 1), ('atmospheric', 1), ('based on a book', 1), ('Brad Pitt', 1), ('challenging', 1), ('Chuck Palahniuk', 1), ('classic', 1), ('clever', 1), ('complicated', 1), ('consumerism', 1), ('crime', 1), ('dark', 1), ('David Fincher', 1), ('disturbing', 1), ('double life', 1), ('Edward Norton', 1), ('fighting', 1), ('great acting', 1), ('helena bonham carter', 1), ('imaginary friend', 1), ('imdb top 250', 1), ('mental illness', 1), ('mind-blowing', 1), ('mindfuck', 1), ('narrated', 1), ('Nudity (Topless)', 1), ('Palahnuik', 1), ('philosophical', 1), ('philosophy', 1), ('postmodern', 1), ('powerful ending', 1), ('psychological', 1), ('psychological thriller', 1), ('quirky', 1), ('satirical', 1), ('schizophrenia', 1), ('social commentary', 1), ('societal criticism', 1), ('stylized', 1), ('surreal', 1), ('TERRORISM', 1), ('twist', 1), ('violent', 1)]","dark comedy, psychology, thought-provoking, twist ending, violence"
640,2966,The Straight Story (1999),"Adventure, Drama","[('brothers', 1), ('lawn mower', 1)]","brothers, lawn mower"
641,2967,The Bad Seed (1956),"Drama, Thriller","[('evil children', 1)]",evil children
642,2968,Time Bandits (1981),"Adventure, Comedy, Fantasy, Sci-Fi","[('time travel', 1)]",time travel
643,2987,Who Framed Roger Rabbit? (1988),"Adventure, Animation, Children, Comedy, Crime, Fantasy, Mystery","[('live action/animation', 1)]",live action/animation
644,3000,Princess Mononoke (Mononoke-hime) (1997),"Action, Adventure, Animation, Drama, Fantasy","[('anime', 1), ('adventure', 1), ('atmospheric', 1), ('fantasy world', 1), ('Studio Ghibli', 1), ('surreal', 1)]","anime, adventure, atmospheric, fantasy world, Studio Ghibli"
645,3006,The Insider (1999),"Drama, Thriller","[('tobacco', 1), ('true story', 1)]","tobacco, true story"
646,3007,American Movie (1999),Documentary,"[('In Netflix queue', 1)]",In Netflix queue
647,3011,"They Shoot Horses, Don't They? (1969)",Drama,"[('dance marathon', 1)]",dance marathon
